Date,Lower Modal Price,Upper Model Price
2019-08-01,9298.127195326073,12209.640195402146
2019-09-01,10100.83175400185,14379.810427530112
2019-10-01,9518.099133137855,14933.039642480913
2019-11-01,9033.798456080982,15463.70689044609
2019-12-01,8547.933151602065,15911.499688832831
2020-01-01,8096.563241157707,16331.850861756593
2020-02-01,7673.377713500911,16729.785045863646
2020-03-01,7248.560738660166,17082.99760238063
2020-04-01,6869.981584254218,17444.802695591537
2020-05-01,7485.43226484839,18767.203208637202
2020-06-01,7141.385295945441,19100.081097393042
2020-07-01,6992.665003238015,19601.11140391123
2020-08-01,6444.611757581814,20102.76706111343
2020-09-01,7863.712352263537,22537.795709612972
2020-10-01,7369.8654911592685,23026.124665442323
2020-11-01,6921.067251343744,23526.524559753583
2020-12-01,6453.166928484987,23976.036754517125
2021-01-01,6002.138885444681,24412.085651490495
2021-02-01,5566.890141050459,24835.148566208125
2021-03-01,5126.020176410602,25225.43274005142
