Date,Lower Modal Price,Upper Model Price
2020-11-01,2125.283926119595,4241.516096196927
2020-12-01,1439.5448875444263,4569.51746110779
2021-01-01,1250.7506706374431,5100.7643265133565
2021-02-01,995.7208858164054,5461.289104961203
2021-03-01,664.7940472004975,5662.529104917686
2021-04-01,484.99728700541664,5966.288003588828
2021-05-01,574.2128048843401,6498.93315879317
2021-06-01,257.9453121750835,6595.389016298055
2021-07-01,97.50174531013863,6822.31266557834
2021-08-01,-155.1416430129575,6935.920896508427
2021-09-01,-436.6537343365526,7002.69504090918
2021-10-01,-314.6259118586686,7457.115111908583
2021-11-01,-507.54442593983276,7706.85553962466
2021-12-01,-902.8522138705348,7742.620679452814
2022-01-01,-930.4961481770479,8121.818691130738
2022-02-01,-1069.3943726906127,8371.599677791208
2022-03-01,-1290.5120460614162,8516.614330302806
2022-04-01,-1409.5495135932333,8752.880292013953
2022-05-01,-1321.1321249358339,9183.912405809104
2022-06-01,-1551.84359742995,9285.202698349842
