DateDate,Lower Modal Price,Upper Model Price
2020-09-01,713.429164855888,1105.9133480805317
2020-10-01,626.0860791051014,1168.0493843811926
2020-11-01,631.2855807318779,1298.3563083912354
2020-12-01,604.2503690634699,1370.2739543820135
2021-01-01,589.1104562302592,1447.1699863834485
2021-02-01,548.6049118715596,1486.4168517834319
2021-03-01,503.57033067647575,1517.367212951968
2021-04-01,593.393095937199,1675.9546573147015
2021-05-01,555.3373663149137,1703.7730095973775
2021-06-01,495.5116926776566,1704.9535350664744
2021-07-01,484.50049583277723,1752.9843887497932
2021-08-01,484.78420297535877,1808.90714051624
2021-09-01,478.92004818612315,1845.01866774451
2021-10-01,334.28371271230606,1741.197638884144
2021-11-01,370.1435523775382,1816.634334439092
2021-12-01,310.209864337418,1795.2963352254606
2022-01-01,253.9453835840535,1776.5884375513524
2022-02-01,232.287398494066,1791.6349242933752
2022-03-01,211.45253772048432,1806.615646916067
2022-04-01,284.4064548379639,1914.6521993675842
