DateDate,Lower Modal Price,Upper Model Price
2016-06-01,4637.436554559001,7066.3254762942615
2016-07-01,4155.890020481703,7546.848329562416
2016-08-01,3779.147126876663,7923.869183430008
2016-09-01,3462.0810289947353,8240.859292086981
2016-10-01,3182.175619238239,8520.784259887838
2016-11-01,2929.029786693774,8773.952641656708
2016-12-01,2658.436460982091,8969.216966762748
2017-01-01,2434.1223769423364,9178.65026471157
2017-02-01,4442.766079707717,11594.786449610538
2017-03-01,4354.82530959892,11892.33984019354
2017-04-01,4171.460178172825,12075.690544330115
2017-05-01,3996.2398041630813,12250.910566533454
2017-06-01,3603.3633384742034,12645.81875484208
2017-07-01,3247.231303514125,13001.398025129349
2017-08-01,2914.0869371807794,13334.692395151491
2017-09-01,2601.329333097284,13647.408957913613
2017-10-01,2305.273502904319,13943.475225656577
2017-11-01,2023.59845836774,14225.165569441968
2017-12-01,1729.8396683016845,14469.899005641662
2018-01-01,1455.7689911558427,14712.460990103276
