DateDate,Lower Modal Price,Upper Model Price
2020-11-01,1042.746199314846,1469.6050518960913
2020-12-01,927.0458143911177,1557.9368119642731
2021-01-01,817.0080345992376,1590.294973476687
2021-02-01,931.9799491679432,1829.2926559159018
2021-03-01,916.2987029381084,1920.7915167511887
2021-04-01,861.3314262368561,1963.324984880972
2021-05-01,681.1085423708362,1872.3509166671777
2021-06-01,730.4328580218329,2004.816316402551
2021-07-01,696.6096305223972,2048.976028239141
2021-08-01,720.5877926309449,2146.703869716234
2021-09-01,673.1345141927546,2169.3586907954705
2021-10-01,523.6358228540312,2086.831654384193
2021-11-01,467.6116987607289,2113.523713893871
2021-12-01,419.80013567550884,2146.1255909784095
2022-01-01,352.22269962206826,2154.6435760482154
2022-02-01,445.5640015260385,2321.3211576401836
2022-03-01,437.8494150779495,2384.036486179055
2022-04-01,388.32507580868446,2402.5455389768767
2022-05-01,98.40035450314372,2178.4012077023863
2022-06-01,133.0427046545101,2276.8175493460135
