DateDate,Lower Modal Price,Upper Model Price
2020-11-01,1066.842628187113,1549.2390268205645
2020-12-01,855.1004943709597,1482.5479494809422
2021-01-01,881.9343600879895,1621.693898608319
2021-02-01,944.1978265384921,1780.8228197749906
2021-03-01,957.1286987561664,1880.4601248213582
2021-04-01,918.3661208344614,1920.9274782321418
2021-05-01,957.276226265407,2033.2485064857692
2021-06-01,878.0878873386671,2022.7726796429858
2021-07-01,895.1375494924955,2104.6375219054994
2021-08-01,930.8352905427134,2201.849489472558
2021-09-01,893.3787179183953,2223.064406788031
2021-10-01,714.7329118658935,2100.6085582193423
2021-11-01,669.4460539799486,2093.4700894349107
2021-12-01,703.9938014088192,2167.591039219516
2022-01-01,772.5688203698688,2274.9744030086636
2022-02-01,635.9211385249748,2176.1838124672795
2022-03-01,604.5668298346989,2181.7815951460825
2022-04-01,887.0850329327337,2500.4061574685006
2022-05-01,623.9844226000938,2272.621388916925
2022-06-01,560.5097531780328,2243.7217606327363
