DateDate,Lower Modal Price,Upper Model Price
2020-10-01,-1471.8083416511809,4071.808341651181
2020-11-01,-2619.9289490619776,5219.928949061978
2020-12-01,-3500.9128765830783,6100.912876583078
2021-01-01,-4243.616683302362,6843.616683302362
2021-02-01,-4897.951872533003,7497.951872533003
2021-03-01,-5489.516101835419,8089.516101835419
2021-04-01,-6033.515553943381,8633.51555394338
2021-05-01,-6539.857898123956,9139.857898123955
2021-06-01,-7015.4250249535435,9615.425024953543
2021-07-01,-7465.227597071893,10065.227597071893
2021-08-01,-7893.048260034197,10493.048260034197
2021-09-01,-7368.246627149913,11701.579960483246
2021-10-01,-8687.125234383137,13020.458567716472
2021-11-01,-9701.507873728937,14034.841207062269
2021-12-01,-10635.768070964077,14969.101404297413
2022-01-01,-11506.339714568385,15839.673047901717
2022-02-01,-12324.705655901489,16658.038989234825
2022-03-01,-13099.264031502196,17432.597364835532
2022-04-01,-13836.377055428657,18169.71038876199
2022-05-01,-14541.001532734907,18874.334866068242
