DateDate,Lower Modal Price,Upper Model Price
2019-04-01,1620.613633736522,1984.3909738922353
2019-05-01,1559.7823815496176,2079.483870484071
2019-06-01,1480.8007292471182,2116.7936145636368
2019-07-01,1462.7513445456739,2198.345086144705
2019-08-01,1432.7305769451925,2255.1096860305042
2019-09-01,1375.3656159652255,2276.7131569275743
2019-10-01,1271.9061548530021,2245.541354200977
2019-11-01,1258.334696500197,2299.4298711464085
2019-12-01,1242.9924154645832,2347.3258271609893
2020-01-01,1219.2824971031555,2383.4903414463392
2020-02-01,1199.9768077805165,2421.0863865932038
2020-03-01,1209.0967681949642,2484.593288612248
2020-04-01,1219.1516203383121,2557.4303441383695
2020-05-01,1207.3924423564633,2604.372013297888
2020-06-01,1157.8563953567416,2611.999131638173
2020-07-01,1166.0184269931142,2674.666911724484
2020-08-01,1152.5960875532217,2714.1630707814575
2020-09-01,1109.5561414837227,2722.113853265925
2020-10-01,1018.2755818677956,2680.3815076686774
2020-11-01,1018.3521720489192,2728.496216978037
