DateDate,Lower Modal Price,Upper Model Price
2020-06-01,1214.782220818919,1616.5389525610572
2020-07-01,1188.4916924353179,1722.241258855007
2020-08-01,1178.5490225595383,1795.844867635573
2020-09-01,1173.3181951389934,1849.607829056401
2020-10-01,1173.8283885356361,1894.3241834777034
2020-11-01,1341.4143517424675,2096.4419212821485
2020-12-01,1409.5746800651555,2192.480613580743
2021-01-01,1383.53358995503,2189.581719518865
2021-02-01,1154.8210164138227,1980.5514052595727
2021-03-01,1018.0845743571891,1860.9167286784568
2021-04-01,1018.810809822819,1876.786656716647
2021-05-01,1017.2912364171377,1888.9028258917494
2021-06-01,1048.5693449006237,1972.8937907924485
2021-07-01,1046.8581451431826,2013.5365819273877
2021-08-01,1044.917809853609,2046.6737360956158
2021-09-01,1041.8899976122584,2073.4511571151015
2021-10-01,1040.036198799624,2097.49017576513
2021-11-01,1120.6798125909927,2201.066452997598
2021-12-01,1151.20112638821,2252.2438468072173
2022-01-01,1152.586435235612,2272.5093346592166
