DateDate,Lower Modal Price,Upper Model Price
2017-02-01,1477.2014257830995,1942.2128389831357
2017-03-01,1392.5306386402974,1909.5469019758327
2017-04-01,1366.845387836798,1901.297340515411
2017-05-01,1360.6053254450871,1904.5207254128427
2017-06-01,1340.6821094227055,1891.6703806665353
2017-07-01,1343.0412292191775,1900.26080013236
2017-08-01,1338.096802402696,1901.2127662192374
2017-09-01,1342.3196458465893,1911.1773462679764
2017-10-01,1362.0656046440536,1936.5774425017235
2017-11-01,1396.6552099883772,1976.7591311908407
2017-12-01,1444.9702065435977,2030.611184845351
2018-01-01,1553.0741051631117,2144.1904909557475
2018-02-01,1414.280289172849,2053.81076300377
2018-03-01,1385.6030527896096,2044.8780351219016
2018-04-01,1377.6896366493584,2049.252683478671
2018-05-01,1377.1179443629658,2058.5530101634577
2018-06-01,1358.0402869471873,2048.445139025125
2018-07-01,1360.2140203232598,2059.202353394062
2018-08-01,1354.2907059188067,2061.663579614674
2018-09-01,1357.5668743294136,2073.1963431244108
