DateDate,Lower Modal Price,Upper Model Price
2018-11-01,1627.3336074917763,1969.431313622301
2018-12-01,1550.3993272403013,2046.5225635581382
2019-01-01,1478.1450837387965,2096.358442702182
2019-02-01,1408.586625469721,2130.9061275933454
2019-03-01,1390.6984536930609,2205.4511217477625
2019-04-01,1372.5483614484447,2270.7138146902166
2019-05-01,1352.1010961559057,2326.6999304283217
2019-06-01,1277.3145378141478,2322.815419251652
2019-07-01,1263.7667848504866,2375.6707514973155
2019-08-01,1260.7576517146354,2435.320372362828
2019-09-01,1191.262387289058,2425.3075332592325
2019-10-01,1149.9190114917556,2440.712333267419
2019-11-01,1228.0361624349275,2581.9037336358865
2019-12-01,1197.0638623534876,2611.628872461666
2020-01-01,1156.5467992229007,2629.508013081845
2020-02-01,1110.9731121623367,2640.5114491373147
2020-03-01,1111.4501140006473,2695.0344974314944
2020-04-01,1108.4453235474955,2743.8406088823613
2020-05-01,1100.7720634716256,2786.090151304964
2020-06-01,1038.2437657976457,2771.8707330576535
