DateDate,Lower Modal Price,Upper Model Price
2020-07-01,1288.7359491801221,1831.679725887489
2020-08-01,1270.6452346817211,1969.1322906310427
2020-09-01,1274.2707179015383,2059.052578602436
2020-10-01,1284.338767287214,2122.1620472822087
2020-11-01,1297.3730043810615,2169.605834931729
2020-12-01,1287.6274856395069,2183.063870522264
2021-01-01,1305.1961382042768,2216.8130700652887
2021-02-01,1313.5001455528336,2236.773637827387
2021-03-01,1398.5634132115745,2330.5157075526567
2021-04-01,1394.1379333554764,2332.7516522699157
2021-05-01,1424.8854723633322,2368.6051295988086
2021-06-01,1429.2737912574619,2377.1032427560976
2021-07-01,1458.1997014259923,2408.3036759649394
2021-08-01,1457.665864115568,2409.7535703039784
2021-09-01,1457.1726905935182,2410.968674794186
2021-10-01,1456.651484433358,2411.93908053352
2021-11-01,1457.5364992430204,2414.166344541456
2021-12-01,1438.8692250683725,2396.75573774529
2022-01-01,1443.9827809132134,2403.0960444039006
2022-02-01,1443.7392540298015,2404.093974379921
