Date,Lower Modal Price,Upper Model Price
2018-12-01,2013.2829863712886,2262.4502344562543
2019-01-01,1911.5632691507801,2290.574618518929
2019-02-01,1853.1860974556782,2324.3538971948924
2019-03-01,1804.0930223504183,2352.5876100917712
2019-04-01,1758.0610972134518,2374.190735827414
2019-05-01,1764.55374217302,2441.604177578571
2019-06-01,1713.1609122509226,2446.08448107632
2019-07-01,1700.9954455437369,2485.824672707187
2019-08-01,1659.1705204401833,2492.6792783747587
2019-09-01,1658.534186531318,2538.0321412966046
2019-10-01,1597.6514593258348,2520.850938944073
2019-11-01,1619.9179962170833,2584.8394479602935
2019-12-01,1625.3822379111361,2638.1355171348932
2020-01-01,1590.8044289347836,2650.379329502208
2020-02-01,1534.0542291350928,2638.2945805840445
2020-03-01,1514.0126012872397,2661.2066194385134
2020-04-01,1458.592784096268,2647.1853028011774
2020-05-01,1483.3146841913172,2711.912131551136
2020-06-01,1454.458932307577,2721.7990497008004
2020-07-01,1441.2373184210278,2746.170379551922
