DateDate,Lower Modal Price,Upper Model Price
2020-11-01,-1220.8083416511809,4322.808341651181
2020-12-01,-2368.9289490619776,5470.928949061978
2021-01-01,-3249.9128765830783,6351.912876583078
2021-02-01,-3992.6166833023617,7094.616683302362
2021-03-01,-4646.951872533003,7748.951872533003
2021-04-01,-5238.516101835419,8340.51610183542
2021-05-01,-5782.515553943381,8884.51555394338
2021-06-01,-6288.857898123956,9390.857898123955
2021-07-01,-6764.4250249535435,9866.425024953543
2021-08-01,-7214.227597071893,10316.227597071893
2021-09-01,-7642.048260034197,10744.048260034197
2021-10-01,-6949.91329381658,12119.91329381658
2021-11-01,-8268.791901049804,13438.791901049804
2021-12-01,-9283.174540395603,14453.174540395603
2022-01-01,-10217.434737630745,15387.434737630745
2022-02-01,-11088.00638123505,16258.00638123505
2022-03-01,-11906.372322568157,17076.372322568157
2022-04-01,-12680.930698168864,17850.930698168864
2022-05-01,-13418.043722095323,18588.043722095324
2022-06-01,-14122.668199401574,19292.668199401574
