DateDate,Lower Modal Price,Upper Model Price
2020-04-01,2058.203454746905,2398.7046037656687
2020-05-01,2048.7061398310366,2520.197349056644
2020-06-01,1975.2107368218121,2545.486823113826
2020-07-01,1922.1070187125592,2575.3105806450926
2020-08-01,1875.328613350354,2601.666604698753
2020-09-01,1861.2202945135673,2653.8360611365574
2020-10-01,1823.5988672588446,2677.313483576736
2020-11-01,1874.917234213155,2785.6234580246864
2020-12-01,1783.8133711112891,2748.1432588112307
2021-01-01,1751.0699953392475,2766.194470854416
2021-02-01,1742.712351477384,2806.212868453231
2021-03-01,1741.1753891669327,2850.964291907447
2021-04-01,1782.9144024007526,2943.5016248007432
2021-05-01,1822.9752159383593,3031.7539491924813
2021-06-01,1780.441041128477,3035.2614022622492
2021-07-01,1736.9153405239035,3036.003919129805
2021-08-01,1708.6679146154586,3050.5112235912175
2021-09-01,1700.7030574425048,3083.9607899228927
2021-10-01,1671.5801221109718,3095.0410198188397
2021-11-01,1730.448009807968,3193.005163847341
