DateDate,Lower Modal Price,Upper Model Price
2019-04-01,1.9508423125076035,265.537083869041
2019-05-01,-49.13315053666685,395.84905737275966
2019-06-01,-119.19747669395642,418.31396387401765
2019-07-01,-153.02556297643045,480.73892192351263
2019-08-01,-198.64067625405917,509.1743705363582
2019-09-01,-229.54589801069017,550.385590935763
2019-10-01,-264.2174168210416,578.8565693123776
2019-11-01,-292.5173222742725,610.8824776477996
2019-12-01,-321.4566205012526,637.5822617882407
2020-01-01,-347.3270455991434,664.8090521019586
2020-02-01,-372.8070858549932,689.48204566596
2020-03-01,-596.2762683973059,514.0715602209817
2020-04-01,-537.457707901122,718.3349470007487
2020-05-01,-584.3023625049109,844.6548622771668
2020-06-01,-673.4595303184357,886.0640491599053
2020-07-01,-725.8791506845104,967.1697878095532
2020-08-01,-792.6724095936116,1016.7297809725434
2020-09-01,-844.2394295835478,1078.634762645016
2020-10-01,-899.7308615770427,1127.906314466444
2020-11-01,-948.345936148883,1180.259022976907
