DateDate,Lower Modal Price,Upper Model Price
2020-11-01,-329.03137434686494,375.5255953480954
2020-12-01,-390.9704770696232,417.09399412317526
2021-01-01,-379.16775628173207,474.93612017905514
2021-02-01,-429.596126065588,454.4320882215985
2021-03-01,-457.2703766840386,452.0954513429521
2021-04-01,-426.3052217755053,506.13316632146405
2021-05-01,-366.8935746843671,587.447211501362
2021-06-01,-393.68502304900034,581.8425667487322
2021-07-01,-551.9084802069972,444.2805257183009
2021-08-01,-571.1596667535708,445.2526595723397
2021-09-01,-539.5606954873041,496.6845369122245
2021-10-01,-576.977570314352,478.74292999806227
2021-11-01,-565.7146397238259,522.1972615773602
2021-12-01,-581.9147315685688,531.3313977680551
2022-01-01,-557.483713107883,578.4225377162868
2022-02-01,-587.926273416575,569.2297047438631
2022-03-01,-625.270909979559,552.638422822822
2022-04-01,-594.6077096754589,603.4415933938303
2022-05-01,-536.6565258244548,681.0862540590854
2022-06-01,-562.13986528073,674.947657641658
