DateDate,Lower Modal Price,Upper Model Price
2020-11-01,-20.331070189309244,39.2316758223502
2020-12-01,-23.697981473416647,35.836810153062565
2021-01-01,-18.24713049556071,41.344872145536534
2021-02-01,-23.07429583025358,36.56866087968312
2021-03-01,-21.208306825335214,38.48583066942743
2021-04-01,-22.572797941737125,37.172464596173825
2021-05-01,-19.552667942753697,40.243673868308946
2021-06-01,-18.268667809073506,41.57879548687613
2021-07-01,-20.34706356382329,39.54912685875948
2021-08-01,7.353904911820376,67.3151945025867
2021-09-01,-20.163802276983226,39.847368945935976
2021-10-01,-19.861723004536685,40.19925267856101
2021-11-01,-23.900149188717513,44.74591864455207
2021-12-01,-27.093236708532586,41.57611790367514
2022-01-01,-20.748378952462883,48.02550371711892
2022-02-01,-26.258740277945346,42.615378191225744
2022-03-01,-24.10091324429773,44.87347736802377
2022-04-01,-25.92393820804785,43.15057106940595
2022-05-01,-23.209097492600666,45.96538182762981
2022-06-01,-21.773347759712827,47.50109239315814
