DateDate,Lower Modal Price,Upper Model Price
2020-11-01,-118.25452015132478,167.86391037968983
2020-12-01,-204.5714897510748,231.94411737911514
2021-01-01,-257.1547120008647,282.1129159614504
2021-02-01,-299.9978425294657,327.34216193703804
2021-03-01,-335.91650142259147,368.04076318664346
2021-04-01,-366.76177998987896,406.39983023948764
2021-05-01,-395.6842958948958,440.9370587173756
2021-06-01,-423.7037845147667,471.903065400711
2021-07-01,-457.64447673348036,493.29296053821713
2021-08-01,-477.04910362683455,526.1727919129008
2021-09-01,-508.30424136461477,544.6087658795719
2021-10-01,-526.0423106449957,574.320170192643
2021-11-01,-581.8608845576176,640.158126742021
2021-12-01,-654.7257274614318,691.079426576916
2022-01-01,-710.7682891018292,744.6589915502109
2022-02-01,-761.0902462619083,797.2907679050079
2022-03-01,-806.8419684438187,847.8101645213688
2022-04-01,-848.6005332927494,897.1036490316063
2022-05-01,-889.0669847796474,943.1465989926722
2022-06-01,-928.8587186364617,985.9665531024162
