DateDate,Lower Modal Price,Upper Model Price
2020-11-01,-2755.1160339588732,2788.5006493434885
2020-12-01,-3903.2366413696705,3936.6212567542857
2021-01-01,-4784.220568890771,4817.605184275386
2021-02-01,-5526.924375610054,5560.308990994669
2021-03-01,-6181.259564840695,6214.64418022531
2021-04-01,-6772.823794143112,6806.208409527727
2021-05-01,-7215.882477394731,7275.489315001569
2021-06-01,-7481.725121846905,7530.4601645819475
2021-07-01,-7487.7061469670525,7524.479651240556
2021-08-01,-7479.841018241037,7532.3452917453105
2021-09-01,-7483.716658745782,7528.470163019286
2021-10-01,-7479.2646069428265,7532.922726600946
2021-11-01,-8883.289369482249,8936.94748914037
2021-12-01,-10094.385230677444,10148.043350335565
2022-01-01,-11175.30230006639,11228.960419724512
2022-02-01,-12160.726695709174,12214.384815367295
2022-03-01,-13072.227531557708,13125.885651215829
2022-04-01,-13924.301785889262,13977.959905547383
2022-05-01,-14583.375504502903,14663.255846383247
2022-06-01,-14977.682548260795,15046.691095269342
