DateDate,Lower Modal Price,Upper Model Price
2020-11-01,265.9875111712249,6690.025905935574
2020-12-01,54.38317895894579,6567.231095116987
2021-01-01,-280.9155009992305,6271.444464904409
2021-02-01,-909.2689516598052,5679.864033872091
2021-03-01,-209.99441476857146,6415.546198301177
2021-04-01,1656.251339701918,8317.990159230465
2021-05-01,2200.6577016123274,8898.398572043148
2021-06-01,2317.985974641449,9051.53660415681
2021-07-01,5699.212382988291,12468.383719747399
2021-08-01,599.6746270381586,7404.280910367457
2021-09-01,315.65199642024845,7155.511083682168
2021-10-01,6687.620944834618,13562.55283043688
2021-11-01,1472.0410385345717,8372.288382198552
2021-12-01,-524.7948809762142,6408.518867952724
2022-01-01,-875.0487323207203,6091.726753665824
2022-02-01,-1032.4841013581035,5967.629658584696
2022-03-01,-625.5471050499987,6407.749338457634
2022-04-01,947.6614039698479,8013.98490881845
2022-05-01,2414.191221621495,9513.388202115586
2022-06-01,2207.7185608897685,9339.63756760188
