DateDate,Lower Modal Price,Upper Model Price
2020-11-01,2088.6089261843126,5991.376828801444
2020-12-01,-977.9884641525864,4541.358834522958
2021-01-01,-2211.8405931853904,4547.951704296504
2021-02-01,-2174.6479348232488,5630.887870411013
2021-03-01,-1975.7419801429055,6751.112350513278
2021-04-01,-2932.2097877768533,6627.580158147226
2021-05-01,-2827.6914623798516,7498.061832750225
2021-06-01,-3121.6621134903585,7917.032483860732
2021-07-01,-4295.355557629399,7412.948150221994
2021-08-01,-3629.3826904489915,8712.253060819363
2021-09-01,-3387.7847416880154,9556.232035135308
2021-10-01,-3682.9404456300426,9836.644149333748
2021-11-01,-3917.857742556198,11693.213867912325
2021-12-01,-7097.483960285813,10356.224701026556
2022-01-01,-8544.049205183335,10575.53068666482
2022-02-01,-8749.948142151006,11901.558448109143
2022-03-01,-8803.324226980716,13274.06496772146
2022-04-01,-10012.93333748102,13403.674078221764
2022-05-01,-10158.765380897981,14524.506121638726
2022-06-01,-10698.646406452952,15189.387147193696
