Date,Lower Modal Price,Upper Model Price
2020-07-01,1669.4473740718677,1872.4209485897682
2020-08-01,1614.7154542089647,1926.2224921411535
2020-09-01,1575.185743371986,1964.625941715748
2020-10-01,1540.8805108018955,1995.1754468725635
2020-11-01,1516.0776626789802,2027.0540821829077
2020-12-01,1482.7019062725165,2044.6720746322578
2021-01-01,1419.4376893447786,2028.143701337866
2021-02-01,1398.1241174298775,2050.1850447856896
2021-03-01,1377.6965497615138,2070.4040212693208
2021-04-01,1356.857133984133,2087.9547838084163
2021-05-01,1332.3796101743285,2099.949739948132
2021-06-01,1331.1118707899295,2133.4985013837822
2021-07-01,1284.0154061549972,2196.3019092462187
2021-08-01,1227.2432318205397,2252.105118199516
2021-09-01,1176.7241486737244,2301.9124198784266
2021-10-01,1129.4098699934625,2346.7586604066055
2021-11-01,1088.9063932531476,2391.9080512776986
2021-12-01,1041.1000955432748,2424.4621184552807
2022-01-01,962.2178032390577,2421.518132826809
2022-02-01,926.3815531715948,2457.8322156727227
