Date,Lower Modal Price,Upper Model Price
2020-09-01,1618.411142375012,1985.8885004816627
2020-10-01,1584.004415352987,2068.3898841209075
2020-11-01,1579.9667295251065,2166.411232540909
2020-12-01,1510.8933222128185,2181.9767472677127
2021-01-01,1460.0768344512803,2206.7913472728187
2021-02-01,1407.2798507807604,2222.4012924325507
2021-03-01,1362.723237015016,2240.328899244542
2021-04-01,1344.1290664904116,2280.320440526745
2021-05-01,1310.048191237532,2301.302223937069
2021-06-01,1314.369025921459,2357.8042747687728
2021-07-01,1298.5721718382115,2391.692432221851
2021-08-01,1276.2854852499263,2416.934845214647
2021-09-01,1274.2408611763617,2465.2034530948245
2021-10-01,1277.4474752653884,2516.038037766154
2021-11-01,1301.967656705667,2586.5988063386176
2021-12-01,1255.2540219080129,2584.2829835345874
2022-01-01,1223.0388636485525,2595.026429885813
2022-02-01,1177.414614980928,2590.8184087233503
2022-03-01,1136.9633604017035,2589.7188001426307
2022-04-01,1130.4546530341172,2621.8308889134764
