Date,Lower Modal Price,Upper Model Price
2020-11-01,1088.9587441117026,1466.5631955296828
2020-12-01,991.6060490678418,1552.5221526363475
2021-01-01,906.8865182054865,1623.6290693085466
2021-02-01,827.5197844534343,1686.1322399913317
2021-03-01,346.9571136385051,1338.1325198096652
2021-04-01,281.05397746694155,1397.650736929033
2021-05-01,217.30122401718484,1453.3802619470275
2021-06-01,155.37706711689725,1505.7646738850822
2021-07-01,98.32025401823023,1558.3845495763253
2021-08-01,42.80286933464481,1608.3285706132197
2021-09-01,-11.511843212952726,1655.6004201861647
2021-10-01,-61.9503179262515,1703.1640114263262
2021-11-01,-167.48124904066924,1812.2858364358794
2021-12-01,-277.47197685050367,1910.7476680847585
2022-01-01,-384.92679314238865,2005.4748651701357
2022-02-01,-490.2880148910717,2096.064861130316
2022-03-01,-1016.1279746223247,1760.0638639801539
2022-04-01,-1111.236227781335,1848.8614339115934
2022-05-01,-1203.9804003241638,1934.3041487786595
2022-06-01,-1294.451785247172,2016.5379254727388
