Date,Lower Modal Price,Upper Model Price
2020-11-01,1340.2158920376485,1647.3786146533146
2020-12-01,1214.7361464547855,1678.769923857946
2021-01-01,1162.6756111866505,1761.1366553593355
2021-02-01,1054.687212921965,1774.459384194634
2021-03-01,926.8105845821275,1758.5424626376162
2021-04-01,890.0865507427002,1825.9113055404464
2021-05-01,843.8867227642573,1877.0445319665691
2021-06-01,779.1125299150522,1903.725292926761
2021-07-01,767.1350139993856,1978.051077570019
2021-08-01,742.0043213164496,2034.6814547484146
2021-09-01,693.2747350831274,2063.687726296983
2021-10-01,667.3692797952599,2111.9363441287173
2021-11-01,674.9786302727699,2197.3717246542883
2021-12-01,611.9074612524494,2209.536775369197
2022-01-01,608.5325341785322,2278.8530383044417
2022-02-01,536.2326877083701,2277.0917418528047
2022-03-01,434.5276276596418,2243.3646701376965
2022-04-01,422.76520659816424,2297.1749746367955
2022-05-01,396.25657650592177,2334.0217943424805
2022-06-01,350.08517268846583,2349.1761669295574
