Date,Lower Modal Price,Upper Model Price
2020-07-01,991.4034064719482,2307.3314487385846
2020-08-01,954.9096578041169,2575.951923647388
2020-09-01,937.3413030166085,2720.9268950303845
2020-10-01,917.8660403998784,2810.3224136590065
2020-11-01,1129.304136207468,3106.181523505599
2020-12-01,1116.955896461708,3165.7335846695305
2021-01-01,1022.727710445314,3136.366206386502
2021-02-01,1245.2671048871819,3419.4443029676668
2021-03-01,1928.8178992919948,4160.636371541282
2021-04-01,2020.2927987196872,4307.63233959346
2021-05-01,1484.1002684478888,3825.286683204841
2021-06-01,615.6891388036961,3009.3194158690912
2021-07-01,633.4942925589405,3213.369413646107
2021-08-01,609.1974558650204,3319.84169640506
2021-09-01,579.4755732149983,3394.656723773717
2021-10-01,546.4551147872633,3452.4131511413916
2021-11-01,754.804607875486,3743.659143563771
2021-12-01,739.9697951952262,3806.8024426737024
2022-01-01,627.3623421591344,3768.8213726828726
2022-02-01,815.8522159202489,4029.45033063084
