Date,Lower Modal Price,Upper Model Price
2020-11-01,471.9051703691634,1099.3287343150857
2020-12-01,448.14936724795666,1345.7750986746178
2021-01-01,347.57984867871505,1443.1592363968246
2021-02-01,264.5362059366922,1533.9862790118054
2021-03-01,138.86747140099726,1555.5164856987817
2021-04-01,5.921373105079283,1560.6943036554874
2021-05-01,-61.739834274256054,1615.597346297867
2021-06-01,-124.12049060211166,1671.1997109929953
2021-07-01,-177.73307344412376,1724.8951457364788
2021-08-01,-43.44202544897371,1963.8112209119395
2021-09-01,-79.33346442048526,2024.5882656461354
2021-10-01,-152.33726626076532,2045.7168150018442
2021-11-01,-342.96941111518686,1959.411384052393
2021-12-01,-279.2041060733643,2125.552290115831
2022-01-01,-332.00990025766873,2168.584939146637
2022-02-01,-372.11364153372665,2222.9388855557927
2022-03-01,-472.0604744455261,2212.1488985480846
2022-04-01,-577.1933858980055,2195.130355679281
2022-05-01,-628.2037503543031,2227.83724597942
2022-06-01,-670.3972526807423,2268.5299127409257
