Date,Lower Modal Price,Upper Model Price
2020-11-01,1067.6038406830276,1374.639520886727
2020-12-01,963.739493155716,1458.580401989669
2021-01-01,882.3684913171826,1495.1686375058182
2021-02-01,816.1611006422374,1532.0656554514792
2021-03-01,767.487487286462,1572.0977264246612
2021-04-01,729.8451807779109,1614.6998884634702
2021-05-01,694.2319517670335,1652.5173708279317
2021-06-01,661.4973416754034,1688.01013664007
2021-07-01,632.566626313622,1723.0351753134098
2021-08-01,607.5872264648913,1758.4663742175328
2021-09-01,642.2476952625107,1850.5197527985893
2021-10-01,637.9237219608208,1900.9833732709772
2021-11-01,553.3157552162504,1861.511875293091
2021-12-01,517.6373588098255,1867.6679523924663
2022-01-01,553.4467812885098,1944.6181115524403
2022-02-01,577.9190265503219,2008.8411221409335
2022-03-01,569.8453727182828,2039.5002057690986
2022-04-01,557.2244879526312,2064.5984667320495
2022-05-01,539.4343459436883,2083.6124370171674
2022-06-01,508.72331179260505,2088.8465529484756
