Date,Lower Modal Price,Upper Model Price
2018-06-01,1502.0201392499575,2118.947530237492
2018-07-01,1381.0199197651848,2232.378855987591
2018-08-01,1367.429506541823,2385.508904338746
2018-09-01,1217.826524399416,2366.3143063082844
2018-10-01,1148.7814833784582,2403.946944642315
2018-11-01,1179.1724800330976,2523.941346417651
2018-12-01,1134.6501822701844,2556.0155341039463
2019-01-01,1057.5589946524951,2545.2518008699767
2019-02-01,1052.6865585095065,2601.713821500494
2019-03-01,992.7669136117205,2596.4516074070957
2019-04-01,1032.2571901278498,2684.8913966678215
2019-05-01,1026.8662026427385,2723.516471737851
2019-06-01,937.6605135045711,2688.392772940136
2019-07-01,907.7371375048878,2706.9155592271145
2019-08-01,951.98285075107,2794.723284260101
2019-09-01,851.8138964862103,2733.8496951437264
2019-10-01,814.6618108209404,2732.2407148405773
2019-11-01,873.2797313025799,2823.0828370468716
2019-12-01,851.6137217755107,2830.6898233926768
2020-01-01,788.5278960806868,2794.2705737428505
