Date,Lower Modal Price,Upper Model Price
2020-11-01,2459.1485429852783,3914.8469068030035
2020-12-01,2181.3381341824097,3967.7410416073217
2021-01-01,1433.8265334907587,3378.7510412461966
2021-02-01,842.7245048505337,2878.166794879715
2021-03-01,744.3352855158143,2838.68325537077
2021-04-01,682.3327355566466,2819.444232231211
2021-05-01,688.2451929074066,2859.296549445832
2021-06-01,1103.0994378637088,3303.0042046381423
2021-07-01,839.2690759972008,3064.9657774716025
2021-08-01,1369.1893636855866,3618.7651143175617
2021-09-01,2112.4892824108947,4384.705440535955
2021-10-01,2500.249261228716,4794.273088715615
2021-11-01,2672.9762301307437,5046.790978809726
2021-12-01,3851.5743727768095,6282.241057089548
2022-01-01,2269.2188632631096,4744.354249895767
2022-02-01,1062.7644737509606,3575.2913567949117
2022-03-01,837.4129373124786,3383.096531664478
2022-04-01,795.3908509781013,3371.5952652999067
2022-05-01,879.3271615815643,3484.3495172386597
2022-06-01,1003.8105386146751,3636.5073477369388
