Date,Lower Modal Price,Upper Model Price
2016-08-01,-264.6067080161629,2130.139548456443
2016-09-01,-216.25660905916084,2730.117641430077
2016-10-01,-208.94887862808355,2990.2313380386104
2016-11-01,-719.1515668297968,2609.593443351143
2016-12-01,-449.1159245296474,2950.6963195113376
2017-01-01,-500.8338437955874,2940.26861308531
2017-02-01,-426.7426499144258,3039.7667228424402
2017-03-01,-468.7657128872281,3014.378116480504
2017-04-01,-554.1673950467662,2940.635316511543
2017-05-01,-171.03553573257545,3332.173142198726
2017-06-01,149.36218511699167,3656.9417969572414
2017-07-01,414.4975031393694,3925.1590966963504
2017-08-01,1162.650697409353,4669.121804639281
2017-09-01,1446.1997576926367,4949.678115577606
2017-10-01,259.0371814935347,3760.5019580570365
2017-11-01,293.5433584573575,3793.7699794182076
2017-12-01,-184.896562061218,3314.7054331204026
2018-01-01,-190.99340046319367,3308.4803895947666
2018-02-01,-449.918015152871,3049.8453135430564
2018-03-01,-593.2370937549401,2907.182660980936
