Date,Lower Modal Price,Upper Model Price
2020-11-01,2767.5235596340763,4898.300847978689
2020-12-01,1853.828910502553,5036.3858720810185
2021-01-01,1116.3023887076577,4979.764335420491
2021-02-01,372.3014682728317,4877.839913120606
2021-03-01,188.9405805303395,5212.28165658473
2021-04-01,-124.63979223225533,5397.437904401773
2021-05-01,-286.4265630852042,5672.59687678883
2021-06-01,-301.95754407432196,6078.216664695038
2021-07-01,-337.73221229201863,6427.5589709684855
2021-08-01,-275.9172378930589,6860.696123444995
2021-09-01,-218.87020881427543,7265.734545202747
2021-10-01,-264.77512577098605,7555.853247331157
2021-11-01,264.68404063883327,8433.033898927495
2021-12-01,-198.42477509572427,8308.309846889922
2022-01-01,-1055.5149967702228,7773.035717155918
2022-02-01,-1724.4481252481437,7416.277690774847
2022-03-01,-1840.079912356799,7600.381017718324
2022-04-01,-2051.75219130466,7680.754901560216
2022-05-01,-2264.7997800115395,7750.13478702272
2022-06-01,-2225.2668743539552,8065.1466122122665
