Date,Lower Modal Price,Upper Model Price
2020-11-01,4078.9582520406284,6162.834280762504
2020-12-01,3057.350678421699,6489.648073357896
2021-01-01,2550.313003882432,6743.110922694082
2021-02-01,1847.8587033115987,6763.772239492831
2021-03-01,1367.5432445403899,6877.150154434292
2021-04-01,1025.3316646933476,7086.749560089958
2021-05-01,714.2730386408471,7273.881143800578
2021-06-01,729.970837464637,7755.946294989691
2021-07-01,732.7722701117927,8194.425437144877
2021-08-01,1031.5816694475739,8905.594224527025
2021-09-01,1334.4921030059086,9599.961846413302
2021-10-01,1312.7790041038152,9952.155571550655
2021-11-01,1985.2730611788693,11022.958429941067
2021-12-01,2263.564048085923,11695.007150219612
2022-01-01,870.6800613744099,10674.20985295445
2022-02-01,-30.39793164688035,10134.411172243115
2022-03-01,-545.9095572964725,9966.42342754783
2022-04-01,-895.8959171521628,9953.482016763566
2022-05-01,-1366.1154095969387,9809.835709075869
2022-06-01,-1381.5625444888828,10111.836649702866
