Date,Lower Modal Price,Upper Model Price
2020-11-01,2964.533899968735,3963.173417653303
2020-12-01,2789.0900378931947,4098.317932437016
2021-01-01,2712.02230354833,4236.642308891456
2021-02-01,2778.494514357357,4478.64783644815
2021-03-01,2538.986980788641,4393.622857103601
2021-04-01,2408.234363051088,4403.2906945154045
2021-05-01,2370.6894884604153,4495.992767686961
2021-06-01,2286.874759293263,4534.50864751633
2021-07-01,2229.9323470389745,4593.416411993336
2021-08-01,2093.2186447659733,4567.069455236667
2021-09-01,2063.944986239231,4643.421051815243
2021-10-01,2183.1844817650863,4864.130521886001
2021-11-01,2113.9766773142096,4937.5330180614765
2021-12-01,2075.8932287197076,5028.212769488591
2022-01-01,2066.688016077222,5139.555486942616
2022-02-01,2165.8067612638342,5353.8404835764095
2022-03-01,1953.3285379061626,5251.503474152307
2022-04-01,1843.269120850696,5247.401476170051
2022-05-01,1820.6217497918465,5327.218191679738
2022-06-01,1748.2041612940202,5354.226258866944
