Date,Lower Modal Price,Upper Model Price
2020-11-01,3290.9217552672762,4109.311233071703
2020-12-01,3137.6796962722974,4242.407039053371
2021-01-01,3144.7069285858574,4438.786161410447
2021-02-01,3213.488130538403,4646.314622500342
2021-03-01,3121.317733654425,4661.434511886156
2021-04-01,3139.5440753852754,4764.866167474448
2021-05-01,3191.2789208417753,4885.547396436046
2021-06-01,3106.906901011767,4857.763325883554
2021-07-01,3008.034748720467,4805.869557634389
2021-08-01,2987.3116891725704,4824.5269166543785
2021-09-01,2806.6423095277473,4677.1565452562645
2021-10-01,2513.6660239734542,4412.573615642023
2021-11-01,2632.8418484571157,4550.725245337596
2021-12-01,2732.850094982141,4667.251228929408
2022-01-01,2835.97508064979,4784.750246009649
2022-02-01,2930.5028777592343,4894.393322884827
2022-03-01,2881.4659295737947,4858.88251258792
2022-04-01,2992.5215425880688,4982.032267496074
2022-05-01,3045.0334368348667,5045.361956258132
2022-06-01,2990.6719458401517,5000.688258863986
