Date,Lower Modal Price,Upper Model Price
2020-09-01,3423.284012335499,4028.24325751543
2020-10-01,3370.994548932422,4209.825915461687
2020-11-01,3226.8928121150675,4237.830819879343
2020-12-01,3350.04129834861,4500.953640803424
2021-01-01,3206.2524643571346,4479.3453917008255
2021-02-01,3158.7662087198146,4541.155494476987
2021-03-01,3098.229388529225,4580.282203341362
2021-04-01,3044.82855792853,4619.115922602603
2021-05-01,2996.712187376651,4657.338365878693
2021-06-01,2970.4451909282466,4712.609865875254
2021-07-01,2912.351621952086,4732.060260856317
2021-08-01,2873.7589891393413,4767.634403241847
2021-09-01,2832.5665819095757,4807.593199485545
2021-10-01,2853.169136377546,4905.645588734875
2021-11-01,2761.3675093715447,4887.969759389007
2021-12-01,2907.841790247835,5106.272418608535
2022-01-01,2794.831999177637,5062.253970001521
2022-02-01,2765.4196144654516,5099.147152632886
2022-03-01,2723.3338826353756,5120.98336708868
2022-04-01,2685.5229673289514,5145.012908555093
