Date,Lower Modal Price,Upper Model Price
2020-11-01,3031.7099753822595,4021.9093666585177
2020-12-01,2952.5825924446744,4340.4738576567
2021-01-01,2835.5276209604567,4538.529749631754
2021-02-01,2772.276786848409,4734.72185340637
2021-03-01,2671.228171621123,4866.859089904323
2021-04-01,2653.1018156474183,5055.964059857729
2021-05-01,2520.9830535265737,5116.77522310574
2021-06-01,2445.14389698423,5218.812051460082
2021-07-01,2376.6255921551,5318.720373103858
2021-08-01,2304.3447306665807,5404.73917599663
2021-09-01,2103.9218976089423,5355.6900204421445
2021-10-01,1959.0868816174182,5354.886411231522
2021-11-01,1900.3971580849452,5463.450488148204
2021-12-01,1979.2685597368952,5701.158648472388
2022-01-01,1933.935030769223,5808.865805991177
2022-02-01,1906.401059348724,5927.997820976076
2022-03-01,1824.7321170484597,5988.246734666252
2022-04-01,1841.8714222581566,6141.808994545344
2022-05-01,1742.3220053755822,6174.551544859621
2022-06-01,1690.8214751252458,6251.455287680545
