Date,Lower Modal Price,Upper Model Price
2020-11-01,3174.276707590445,3869.7358594458365
2020-12-01,3130.3410521260676,4180.6353293439015
2021-01-01,3220.080732205273,4500.37998336316
2021-02-01,3148.1535507693893,4639.149387374566
2021-03-01,3010.459184244052,4676.070996017873
2021-04-01,2937.6321804030267,4766.586428757879
2021-05-01,2848.269042946983,4824.179226929983
2021-06-01,2706.6681762094613,4820.9864739589175
2021-07-01,2602.121819374812,4845.403138742274
2021-08-01,2529.3457228133248,4895.089097060742
2021-09-01,2425.5394050149143,4907.4236488236365
2021-10-01,2299.911013466368,4892.876392517319
2021-11-01,2322.006868095573,5055.422258840304
2021-12-01,2355.711679343972,5227.315724467496
2022-01-01,2510.1474529219868,5510.935805147361
2022-02-01,2478.5132651187814,5603.760868723167
2022-03-01,2383.0645063351285,5626.086000744868
2022-04-01,2330.506853912413,5688.282255948595
2022-05-01,2260.813687730313,5728.929344932207
2022-06-01,2133.32741071517,5708.73670860792
