Date,Lower Modal Price,Upper Model Price
2020-11-01,953.4468053220222,1385.1413198769983
2020-12-01,838.0530906138667,1485.62734033335
2021-01-01,850.1312344169778,1633.8236630093502
2021-02-01,790.210858843221,1706.515782086375
2021-03-01,713.3697922018391,1732.490539557988
2021-04-01,664.3032124776162,1784.817000060704
2021-05-01,652.4205059672031,1859.8516923263596
2021-06-01,592.3763644946703,1885.454226383068
2021-07-01,602.4387983564093,1972.3356246416324
2021-08-01,551.2132887037096,1996.530590402704
2021-09-01,536.2124195577118,2051.133610030551
2021-10-01,475.2119396038887,2058.2753664273832
2021-11-01,376.3218718965537,2033.2638700093153
2021-12-01,339.7284614462885,2069.567733657428
2022-01-01,378.1370633480393,2176.2254698213474
2022-02-01,349.3637913625936,2214.505903239199
2022-03-01,284.7332760243106,2212.0700512602275
2022-04-01,259.5850906071321,2247.1831121641553
2022-05-01,255.52094152499865,2301.587232360707
2022-06-01,213.44146994156654,2316.377293279301
