Date,Lower Modal Price,Upper Model Price
2020-11-01,830.7691205868283,1321.4364530812222
2020-12-01,779.5720368435003,1439.7530828056438
2021-01-01,746.0059590284911,1565.2354149264227
2021-02-01,679.5631926233239,1612.5790235992642
2021-03-01,660.6253530141257,1710.2369509717355
2021-04-01,644.5207422515464,1786.6603042331922
2021-05-01,577.9449146642352,1815.8447553840906
2021-06-01,613.6117764363009,1931.8908184986574
2021-07-01,684.1871720009364,2084.966112406977
2021-08-01,636.3825902231341,2108.5315689594363
2021-09-01,668.119157436374,2213.8028370653437
2021-10-01,518.4343747370879,2129.6103390201215
2021-11-01,482.5324939784623,2143.427856947327
2021-12-01,427.05074049855546,2134.703621908113
2022-01-01,464.7714655260785,2219.214634724444
2022-02-01,423.37866916475616,2222.296999350211
2022-03-01,424.8423469067236,2268.110664509237
2022-04-01,322.58868689247447,2208.34800326169
2022-05-01,289.0051438279452,2217.0224478143286
2022-06-01,300.2731402804211,2269.0578036778843
