Date,Lower Modal Price,Upper Model Price
2020-11-01,855.7162896847194,1467.4741504834492
2020-12-01,780.7077956224381,1537.7753125661852
2021-01-01,709.0812238864257,1591.8327047922396
2021-02-01,675.0521470235685,1667.523194653039
2021-03-01,617.9964273672731,1709.2138836931263
2021-04-01,595.2872240278947,1776.954995492707
2021-05-01,586.7100408460025,1851.6718742125481
2021-06-01,515.2177798122458,1858.4198648756123
2021-07-01,460.8214917150689,1877.9489645659223
2021-08-01,476.4173498617964,1963.801766939905
2021-09-01,466.7580339212084,2021.2299805260825
2021-10-01,403.64417178803603,2022.440611657305
2021-11-01,294.12061641162757,1998.0006621936504
2021-12-01,258.8964613232664,2037.4966543119458
2022-01-01,216.76209867425325,2067.35418238634
2022-02-01,208.68970283775298,2128.5618049893915
2022-03-01,172.5268672019647,2159.2563807566953
2022-04-01,167.4330592756105,2219.0313731422157
2022-05-01,171.15619692119367,2284.0524992033106
2022-06-01,109.62816225378015,2282.2246264139276
