Date,Lower Modal Price,Upper Model Price
2015-05-01,1213.6956035910168,1464.2630636640968
2015-06-01,1130.5788137122706,1507.9940458625445
2015-07-01,1190.0448093090354,1647.511346800884
2015-08-01,1297.5326465531239,1831.8865589517222
2015-09-01,1211.7491643258595,1807.3661286395659
2015-10-01,1202.591903743551,1857.663353628444
2015-11-01,1094.4790256282993,1801.3984203321622
2015-12-01,1137.5077653291592,1894.4695695461696
2016-01-01,1108.171759505835,1910.966378836317
2016-02-01,1127.4610216238395,1972.8581103751692
2016-03-01,1088.7483067696558,1973.9135380944972
2016-04-01,1065.7073223139355,1989.4074842065716
2016-05-01,1064.1945702051412,2011.6811301450011
2016-06-01,1039.8710268988934,2009.3763244779166
2016-07-01,1089.6042794877962,2081.476790926074
2016-08-01,1172.0675951904414,2185.208375171877
2016-09-01,1074.6561123434126,2109.060543161702
2016-10-01,1076.301045245234,2131.235577537646
2016-11-01,1017.0559479594659,2092.3352403736403
2016-12-01,1047.792685808689,2142.9157493829994
