Date,Lower Modal Price,Upper Model Price
2020-09-01,1484.52904434955,1949.8237883605998
2020-10-01,1349.9975590781787,1966.78353970206
2020-11-01,1230.0169377154746,1986.4693395740949
2020-12-01,1922.3252181099315,2787.479169532734
2021-01-01,1864.4648901837709,2830.4762012765987
2021-02-01,1824.0450737614806,2879.144229571252
2021-03-01,1780.1986364388874,2918.538405113656
2021-04-01,1742.924271557588,2958.249533998932
2021-05-01,1705.914832344084,2993.9253145842076
2021-06-01,1671.957725631564,3028.612346102286
2021-07-01,1534.93494392833,2957.0036676815985
2021-08-01,1607.9138461769285,3092.475373216363
2021-09-01,1542.142907954412,3119.801049942811
2021-10-01,1102.0354858944143,2763.1526444265987
2021-11-01,920.2061920846171,2663.09294787454
2021-12-01,1148.2590471853005,2968.0348151384046
2022-01-01,1109.3311522108438,3003.5130688158647
2022-02-01,1074.6540307645678,3040.0916852413025
2022-03-01,1039.6679167900702,3074.0444681217323
2022-04-01,1006.6587147069758,3107.6192218595197
