DateDate,Lower Modal Price,Upper Model Price
2020-07-01,5095.4529987506485,5855.845618532219
2020-08-01,4928.349917276559,6025.102309154421
2020-09-01,4796.660251856444,6156.75719950471
2020-10-01,4682.521240197971,6266.010058412562
2020-11-01,4584.338253689902,6364.777954986413
2020-12-01,4485.786731079424,6443.799891835314
2021-01-01,4628.484147195785,6749.54378501494
2021-02-01,4573.131110133048,6845.150246896013
2021-03-01,4535.419519368593,6948.685651329145
2021-04-01,4479.500062691135,7026.042772860899
2021-05-01,4310.127727548265,6983.2462601577745
2021-06-01,4235.485704035169,7029.455122905107
2021-07-01,4186.495354434097,7127.7469492669625
2021-08-01,4115.906206844163,7198.690348753175
2021-09-01,4047.5068039086837,7266.171013587778
2021-10-01,3979.4501441549846,7328.735146112766
2021-11-01,3916.7471184169362,7391.8525804196715
2021-12-01,3845.5252573486923,7442.682752076509
2022-01-01,4020.2342233682202,7734.086238419167
2022-02-01,3985.0484050960645,7811.095617000858
