DateDate,Lower Modal Price,Upper Model Price
2020-07-01,3331.462377367311,4619.965007303581
2020-08-01,3029.896077281628,4952.350851189374
2020-09-01,2809.8855347860563,5152.863586419117
2020-10-01,2624.1753191602197,5350.801003910858
2020-11-01,2469.7011355096165,5516.512448275261
2020-12-01,2332.384595660834,5677.874441532636
2021-01-01,2314.341067451629,5928.620571457446
2021-02-01,2153.9305470103545,6021.429835641548
2021-03-01,1856.8605475968675,5960.069921696757
2021-04-01,1506.926809809103,5834.1749887576825
2021-05-01,1645.5342746138767,6185.087560682728
2021-06-01,1512.3539952730512,6255.134562763495
2021-07-01,1383.3067961506345,6380.194476311157
2021-08-01,1260.3705559178961,6505.732196428055
2021-09-01,1142.959926805353,6621.495245705526
2021-10-01,1030.3836930034945,6735.023933160086
2021-11-01,930.0871343324875,6850.706843175114
2021-12-01,840.9153978999348,6970.823816347645
2022-01-01,830.3567946365765,7162.072158475612
2022-02-01,696.1781326045143,7223.7131044950875
