DateDate,Lower Modal Price,Upper Model Price
2020-07-01,3213.487154377379,4479.593617539656
2020-08-01,2888.3311179085013,4827.923628724552
2020-09-01,2645.4496233966725,5068.891868217832
2020-10-01,2444.3085179140585,5270.609150783863
2020-11-01,2306.434736049405,5484.888340841959
2020-12-01,2111.978111828281,5607.287034145613
2021-01-01,1896.7375059001524,5682.4738450845425
2021-02-01,1809.885521637698,5865.303445269106
2021-03-01,1866.8629976061716,6175.114742098938
2021-04-01,2286.1059630714544,6833.15141697974
2021-05-01,2098.8015141386213,6872.631465919544
2021-06-01,1409.998241502733,6400.31055336743
2021-07-01,1361.221936970955,6500.263433108765
2021-08-01,1291.051635185629,6566.307916852629
2021-09-01,1224.4972487887471,6633.185482904377
2021-10-01,1159.4483962899699,6698.304120092991
2021-11-01,1104.5431394919406,6770.580788692221
2021-12-01,1160.1104752404653,6950.536959469785
2022-01-01,1049.3787929055425,6961.577661746214
2022-02-01,857.5224368407298,6889.035628216126
