DateDate,Lower Modal Price,Upper Model Price
2020-04-01,4718.535608335299,5702.0792073003
2020-05-01,4295.2566016877245,5910.356227943748
2020-06-01,4528.673205947853,6555.944787957291
2020-07-01,3962.1685170041806,6336.381035001112
2020-08-01,3811.504073685307,6487.151384949207
2020-09-01,3676.0103694948793,6622.567947534542
2020-10-01,3552.069237905751,6746.618336146883
2020-11-01,3437.347216444257,6861.981250537827
2020-12-01,3426.184624949343,7066.3887561705615
2021-01-01,3360.4111943585367,7204.114480570511
2021-02-01,3146.903400571229,7183.860621705608
2021-03-01,3148.9967718463786,7370.370036823741
2021-04-01,3319.4606762784333,7810.915174991216
2021-05-01,3070.330791039049,7846.619679334966
2021-06-01,3274.217791632861,8313.829467647014
2021-07-01,2511.393636472028,7802.207771281122
2021-08-01,2391.6286031179766,7922.072783295462
2021-09-01,2276.7490865204195,8036.894345854478
2021-10-01,2166.3468339688375,8147.372341585669
2021-11-01,2060.0612367293056,8254.096384118016
