DateDate,Lower Modal Price,Upper Model Price
2014-12-01,1278.1916583488191,6821.808341651181
2015-01-01,130.07105093802238,7969.928949061978
2015-02-01,-750.9128765830783,8850.91287658308
2015-03-01,-1493.6166833023617,9593.616683302362
2015-04-01,-2147.9518725330026,10247.951872533002
2015-05-01,-2739.5161018354192,10839.51610183542
2015-06-01,-3283.515553943381,11383.51555394338
2015-07-01,-3789.857898123956,11889.857898123955
2015-08-01,-4265.4250249535435,12365.425024953543
2015-09-01,-4715.227597071893,12815.227597071893
2015-10-01,-5143.048260034197,13243.048260034197
2015-11-01,-2784.9132938165803,16284.91329381658
2015-12-01,-4103.791901049804,17603.791901049804
2016-01-01,-5118.174540395603,18618.1745403956
2016-02-01,-6052.434737630745,19552.434737630745
2016-03-01,-6923.006381235051,20423.00638123505
2016-04-01,-7741.372322568157,21241.372322568157
2016-05-01,-8515.930698168864,22015.930698168864
2016-06-01,-9253.043722095323,22753.043722095324
2016-07-01,-9957.668199401574,23457.668199401574
